I
1100 Generated by WorldEditor 2.2.0r2

112  25.99650400 -097.15711706  25.99655999 -097.15702608
111  25.99650400 -097.15711706
112  25.99650400 -097.15711706  25.99661154 -097.15697960
111  25.99695378 -097.15655235
111  25.99715853 -097.15630240
111  25.99716902 -097.15630660
111  25.99718004 -097.15624925
111  25.99722744 -097.15615142
111  25.99738076 -097.15606344
111  25.99748155 -097.15596835
111  25.99753462 -097.15579391
112  25.99760247 -097.15540430  25.99760247 -097.15539104
112  25.99759795 -097.15538623  25.99759253 -097.15537618
111  25.99756839 -097.15537526
111  25.99750567 -097.15536989
111  25.99737820 -097.15536462
111  25.99747831 -097.15534147
111  25.99762122 -097.15529838
113  25.99770653 -097.15526578
130 Spacex Launch Site Boundary
111  25.99809168 -097.15778387
111  25.99798464 -097.15788960
111  25.99791315 -097.15791511
111  25.99737796 -097.15820448
111  25.99731293 -097.15818778
111  25.99712787 -097.15801528
111  25.99705784 -097.15799858
111  25.99679775 -097.15800415
111  25.99669271 -097.15796519
111  25.99655266 -097.15788172
111  25.99645520 -097.15774374
111  25.99615509 -097.15795473
111  25.99574476 -097.15778749
111  25.99557041 -097.15707869
111  25.99541468 -097.15623706
111  25.99534558 -097.15573684
111  25.99511776 -097.15478823
111  25.99530596 -097.15412404
111  25.99541254 -097.15365165
111  25.99551718 -097.15332752
111  25.99557201 -097.15306835
111  25.99616332 -097.15312762
111  25.99650815 -097.15323775
111  25.99681776 -097.15315167
111  25.99725043 -097.15318599
111  25.99732294 -097.15356903
111  25.99733219 -097.15364437
111  25.99768037 -097.15529036
111  25.99770406 -097.15540000
111  25.99799393 -097.15676804
111  25.99810265 -097.15727794
111  25.99815466 -097.15758891
113  25.99817223 -097.15774141
99
